,Date,Symbol,Prior,Price,Change,End,Delta,Net,Truth,Dir,StartDate,EndDate,type
1,2020-05-01,MDY,299.81,288.2,-11.61,295.200012,7.00001200000003,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
2,2020-05-01,HIBL,74.42,62.73,-11.69,67.620003,4.890003,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
3,2020-05-01,UNH,292.47,280.63,-11.84,285,4.37,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
4,2020-05-01,SHW,536.37,524.03,-12.34,527.305603,3.27560300000005,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
5,2020-05-01,RETL,96.72,84.1581,-12.5619,94.760002,10.601902,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
6,2020-05-01,HUM,381.82,369.11,-12.71,371.420013,2.31001299999997,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
7,2020-05-01,CMG,878.55,865.09,-13.46,897.51001,32.4200099999999,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
8,2020-05-01,ANTM,280.73,265.065,-15.665,265.730011,0.665010999999993,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
9,2020-05-01,BLK,502.04,484.3,-17.74,497.390015,13.090015,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
10,2020-05-01,FICO,352.94,334.95,-17.99,366.579987,31.629987,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
11,2020-05-01,SOXL,131.01,112.01,-19,127.809998,15.799998,487.204966,False,Decrease,X2020.05.01,X2020.05.07,call
